【令和６年７月１日時点】入所児童数,,,,,,,,,,,,
施設所在区,標準地域コード,施設・事業名,施設番号,０歳児,１歳児,２歳児,３歳児,４歳児,５歳児,合計,更新日,
鶴見区,14101,Ｐ’ｓスマイル保育園,1410051016152,-,8,9,10,11,11,49,2024-07-01,
鶴見区,14101,鶴見ポケット保育園,1410051013738,6,10,10,12,11,12,61,2024-07-01,
鶴見区,14101,Ｊキッズプラネット鶴見保育園,1410051015097,6,8,13,13,15,16,71,2024-07-01,
鶴見区,14101,桑の実鶴見保育園,1410051016160,6,10,10,13,14,13,66,2024-07-01,
鶴見区,14101,ビーンズ保育園,1410051013795,8,12,15,15,20,19,89,2024-07-01,
鶴見区,14101,鶴見あけぼの保育園,1410051016186,6,11,12,10,12,12,63,2024-07-01,
鶴見区,14101,鶴見中央はなかご保育園,1410051024750,-,7,9,10,12,12,50,2024-07-01,
鶴見区,14101,ナーサリーつるみ,1410051013761,1,7,10,20,19,15,72,2024-07-01,
鶴見区,14101,実遊中央保育園,1410051017903,4,6,9,7,8,9,43,2024-07-01,
鶴見区,14101,ポピンズナーサリースクール鶴見,1410051019479,4,8,10,11,12,10,55,2024-07-01,
鶴見区,14101,あーす保育園鶴見中央,1410051026615,-,2,7,8,8,7,32,2024-07-01,
鶴見区,14101,鶴見すずらん保育園,1410051013720,9,16,23,23,23,24,118,2024-07-01,
鶴見区,14101,トライアングル　スマイル,1410051025369,3,4,8,6,9,9,39,2024-07-01,
鶴見区,14101,かもめ保育園,1410051017945,6,12,12,12,11,10,63,2024-07-01,
鶴見区,14101,保育園スカイ・ウイング,1410051026771,6,17,24,23,23,23,116,2024-07-01,
鶴見区,14101,總持寺本町通保育園,1410051015113,8,20,22,30,31,26,137,2024-07-01,
鶴見区,14101,みつる保育園,1410051016236,6,20,20,22,22,22,112,2024-07-01,
鶴見区,14101,みつばち保育園,1410051013803,3,15,16,17,15,18,84,2024-07-01,
鶴見区,14101,入船の森保育園,1410051014645,-,5,8,7,8,6,34,2024-07-01,
鶴見区,14101,東漸保育園,1410051016228,3,12,15,18,17,18,83,2024-07-01,
鶴見区,14101,わくわくの森保育園,1410051013811,3,13,12,13,12,13,66,2024-07-01,
鶴見区,14101,ねむの樹　元宮保育園,1410051019495,-,-,19,21,25,29,94,2024-07-01,
鶴見区,14101,鶴見ルーナ保育園,1410051016202,4,15,18,20,19,20,96,2024-07-01,
鶴見区,14101,太陽の子　尻手保育園,1410051013712,9,14,15,15,10,16,79,2024-07-01,
鶴見区,14101,市場保育園,1410051013662,4,13,22,22,25,26,112,2024-07-01,
鶴見区,14101,わおわお保育園,1410051015345,8,24,27,26,27,25,137,2024-07-01,
鶴見区,14101,ミアヘルサ保育園ひびき矢向,1410051016210,4,12,12,10,12,8,58,2024-07-01,
鶴見区,14101,矢向あけぼの保育園,1410051016244,4,6,9,12,11,9,51,2024-07-01,
鶴見区,14101,明日葉保育園鶴見園,1410051026524,-,10,11,12,11,9,53,2024-07-01,
鶴見区,14101,オハナ鶴見保育園,1410051024735,4,14,16,13,16,18,81,2024-07-01,
鶴見区,14101,市場ポケット保育園,1410051023851,4,8,10,11,11,12,56,2024-07-01,
鶴見区,14101,太陽の子　鶴見市場保育園,1410051023943,6,8,10,13,12,11,60,2024-07-01,
鶴見区,14101,尻手すきっぷ保育園,1410051024313,3,12,12,11,10,12,60,2024-07-01,
鶴見区,14101,横浜矢向雲母保育園,1410051025682,3,3,8,8,6,11,39,2024-07-01,
鶴見区,14101,ぶれすと尻手ほいくえん,1410051024453,5,10,10,14,14,15,68,2024-07-01,
鶴見区,14101,こあらっこはうす　ル・ソレイユ,1410051024149,6,8,10,11,12,10,57,2024-07-01,
鶴見区,14101,ゆめいろ保育園,1410051017929,12,21,22,26,21,22,124,2024-07-01,
鶴見区,14101,Gakkenほいくえん矢向,1410051018521,-,5,8,10,7,11,41,2024-07-01,
鶴見区,14101,矢向保育園,1410051017911,3,10,14,12,12,17,68,2024-07-01,
鶴見区,14101,ベネッセ　矢向保育園,1410051015139,5,9,11,9,9,11,54,2024-07-01,
鶴見区,14101,スターチャイルド≪矢向ナーサリー≫,1410051023513,5,8,9,9,8,8,47,2024-07-01,
鶴見区,14101,新鶴見はなかご保育園,1410051013696,3,12,12,11,12,11,61,2024-07-01,
鶴見区,14101,わおわお江ヶ崎保育園,1410051019453,6,12,12,12,14,14,70,2024-07-01,
鶴見区,14101,木下の保育園　江ヶ崎,1410051024537,2,8,10,14,13,14,61,2024-07-01,
鶴見区,14101,幸いづみ保育園,1410099000001,0,4,3,5,5,5,22,2024-07-01,
鶴見区,14101,認定こども園　若葉幼稚園,1410051023919,-,-,-,0,0,3,3,2024-07-01,
鶴見区,14101,幼保連携型認定こども園　あさひ台幼稚園,1410051025286,-,10,10,10,10,10,50,2024-07-01,
鶴見区,14101,認定こども園　ＹＭＣＡつるみ保育園,1410051025765,4,12,10,11,10,10,57,2024-07-01,
鶴見区,14101,三色えのぐの保育園,1410052003266,2,6,3,-,-,-,11,2024-07-01,
鶴見区,14101,ユニコーン・キッズクラブ,1410052004231,1,4,5,-,-,-,10,2024-07-01,
鶴見区,14101,鶴見ハート保育園,1410052004249,1,3,1,-,-,-,5,2024-07-01,
鶴見区,14101,鶴見Ａｓａ保育園,1410052004751,2,5,4,-,-,-,11,2024-07-01,
鶴見区,14101,ぶれすと尻手ほいくえん附属元宮,1410052005147,4,8,8,-,-,-,20,2024-07-01,
鶴見区,14101,尻手スマイル保育園,1410052004876,3,4,4,-,-,-,11,2024-07-01,
鶴見区,14101,矢向つぼみ保育園,1410052005626,0,8,8,-,-,-,16,2024-07-01,
鶴見区,14101,北寺尾むつみ小規模保育施設,1410052003183,-,4,4,-,-,-,8,2024-07-01,
鶴見区,14101,北寺尾４丁目むつみ小規模保育施設,1410052004942,-,4,4,-,-,-,8,2024-07-01,
鶴見区,14101,フラッフィー小規模保育園,1410052005618,-,5,3,-,-,-,8,2024-07-01,
鶴見区,14101,桑の実馬場保育園,1410052003241,3,8,8,-,-,-,19,2024-07-01,
鶴見区,14101,ひまわりニコニコ保育園,1410052005519,0,7,7,-,-,-,14,2024-07-01,
鶴見区,14101,リュミエール小規模保育園,1410052005139,-,1,5,-,-,-,6,2024-07-01,
鶴見区,14101,ＳＡＩＬ　ＫＩＤ保育園,1410052004769,3,10,6,-,-,-,19,2024-07-01,
鶴見区,14101,鶴見中央ハート保育園,1410052005170,0,7,8,-,-,-,15,2024-07-01,
鶴見区,14101,鶴見ぬくもり保育園,1410052005493,1,3,6,-,-,-,10,2024-07-01,
鶴見区,14101,きらぼし保育園,1410052005121,0,4,5,-,-,-,9,2024-07-01,
鶴見区,14101,おれんじハウス鶴見保育園,1410052005162,2,6,6,-,-,-,14,2024-07-01,
鶴見区,14101,しおつるばしハート保育園,1410052004637,3,4,5,-,-,-,12,2024-07-01,
鶴見区,14101,ひだまりの保育園,1410052005196,1,3,9,-,-,-,13,2024-07-01,
鶴見区,14101,鶴見サンフラワー保育園,1410052005501,2,0,5,-,-,-,7,2024-07-01,
鶴見区,14101,鶴見なのはな保育園,1410052005451,3,3,5,-,-,-,11,2024-07-01,
神奈川区,14102,横浜市西菅田保育園,1410051018802,-,9,12,14,15,13,63,2024-07-01,
神奈川区,14102,保育園こりす,1410051014678,9,16,16,16,16,16,89,2024-07-01,
神奈川区,14102,あおぞら菅田保育園,1410051025260,-,11,12,14,16,16,69,2024-07-01,
神奈川区,14102,羽沢保育園,1410051013886,6,24,25,29,29,29,142,2024-07-01,
神奈川区,14102,アイン三枚町保育園,1410051019511,6,12,15,13,15,15,76,2024-07-01,
神奈川区,14102,コビープリスクールかたくら,1410051025484,3,9,10,12,13,13,60,2024-07-01,
神奈川区,14102,Gakkenほいくえん片倉,1410051019503,6,8,10,12,12,12,60,2024-07-01,
神奈川区,14102,空と杜の保育園かんだいじ,1410051027464,2,8,10,12,6,9,47,2024-07-01,
神奈川区,14102,あおぞら保育園,1410051017978,7,21,21,21,22,21,113,2024-07-01,
神奈川区,14102,ポピンズナーサリースクール片倉町,1410051019222,7,10,10,10,10,11,58,2024-07-01,
神奈川区,14102,横浜市神大寺保育園,1410051018794,-,7,8,12,13,15,55,2024-07-01,
神奈川区,14102,ポピンズナーサリースクール片倉町駅前,1410051026722,-,8,9,11,10,11,49,2024-07-01,
神奈川区,14102,スターチャイルド≪片倉町ナーサリー≫,1410051027936,-,10,11,8,0,0,29,2024-07-01,
神奈川区,14102,こころキッズ,1410051026607,-,9,9,16,15,16,65,2024-07-01,
神奈川区,14102,スターチャイルド≪三ッ沢上町ナーサリー≫,1410051024958,6,8,10,12,12,13,61,2024-07-01,
神奈川区,14102,三ツ沢保育園,1410051025195,-,2,7,9,8,7,33,2024-07-01,
神奈川区,14102,フレール保育園,1410051024156,3,8,8,10,10,7,46,2024-07-01,
神奈川区,14102,いずみ松本町保育園,1410051023745,9,26,28,29,30,30,152,2024-07-01,
神奈川区,14102,アイン松本町保育園,1410051017952,6,11,13,12,15,14,71,2024-07-01,
神奈川区,14102,いずみ反町保育園,1410051013654,6,12,12,11,10,12,63,2024-07-01,
神奈川区,14102,アイン高島台保育園,1410051018026,6,8,10,12,11,13,60,2024-07-01,
神奈川区,14102,Gakkenほいくえん反町,1410051024768,3,10,10,11,11,11,56,2024-07-01,
神奈川区,14102,いずみ反町公園保育園,1410051024438,-,5,5,7,9,9,35,2024-07-01,
神奈川区,14102,小鳩保育園,1410051016293,4,8,10,8,7,10,47,2024-07-01,
神奈川区,14102,小鳩保育園分園,1410051016285,6,10,11,11,7,11,56,2024-07-01,
神奈川区,14102,エンゼル保育園,1410051018570,-,8,8,6,6,7,35,2024-07-01,
神奈川区,14102,かながわ保育園,1410051027035,12,18,18,20,17,18,103,2024-07-01,
神奈川区,14102,きゃんばす東神奈川保育園,1410051025708,3,10,9,11,7,7,47,2024-07-01,
神奈川区,14102,たいせつ保育園,1410051023638,2,8,10,-,-,-,20,2024-07-01,
神奈川区,14102,メリー★ポピンズ東神奈川ルーム,1410051016350,-,7,6,6,5,7,31,2024-07-01,
神奈川区,14102,反町ひかり保育園,1410051027266,-,8,10,12,10,9,49,2024-07-01,
神奈川区,14102,いずみ東白楽保育園,1410051013837,6,12,15,14,15,15,77,2024-07-01,
神奈川区,14102,めばえ横浜保育園,1410051015147,6,19,24,23,21,19,112,2024-07-01,
神奈川区,14102,キッズパートナー六角橋,1410051024792,3,8,9,10,11,11,52,2024-07-01,
神奈川区,14102,グローバルキッズ白楽園,1410051014660,6,11,11,11,9,8,56,2024-07-01,
神奈川区,14102,スターチャイルド≪白楽ナーサリー≫,1410051024941,6,8,10,12,10,13,59,2024-07-01,
神奈川区,14102,あおぞら第２保育園,1410051017960,6,11,10,11,11,11,60,2024-07-01,
神奈川区,14102,マフィス白楽ナーサリー,1410051026763,3,9,9,11,10,7,49,2024-07-01,
神奈川区,14102,スターチャイルド≪岸根公園ナーサリー≫,1410051024339,6,8,10,8,10,12,54,2024-07-01,
神奈川区,14102,白楽あいいく保育園,1410051018018,6,12,15,17,16,18,84,2024-07-01,
神奈川区,14102,キッズラボ白楽園,1410051024446,8,7,8,6,2,1,32,2024-07-01,
神奈川区,14102,白幡フレール保育園,1410051016301,9,16,20,24,22,17,108,2024-07-01,
神奈川区,14102,白幡保育園,1410051013860,11,18,18,18,17,13,95,2024-07-01,
神奈川区,14102,キッズパートナー妙蓮寺,1410051025492,2,9,9,11,12,13,56,2024-07-01,
神奈川区,14102,横浜市松見保育園,1410051018810,5,16,18,21,21,21,102,2024-07-01,
神奈川区,14102,ブライト保育園横浜松見町,1410051024966,6,12,10,12,11,12,63,2024-07-01,
神奈川区,14102,ひびき保育園,1410051016327,1,12,13,14,15,15,70,2024-07-01,
神奈川区,14102,西寺尾保育園,1410051016319,7,24,25,25,19,24,124,2024-07-01,
神奈川区,14102,神ノ木保育園,1410051013845,12,28,30,34,33,30,167,2024-07-01,
神奈川区,14102,グローバルキッズ大口園,1410051023521,4,10,10,13,13,10,60,2024-07-01,
神奈川区,14102,横浜大口雲母保育園,1410051025690,6,10,11,11,9,11,58,2024-07-01,
神奈川区,14102,聖徳保育園,1410051013852,14,33,39,34,43,37,200,2024-07-01,
神奈川区,14102,きゃんばす子安台保育園,1410051024834,3,8,10,13,11,13,58,2024-07-01,
神奈川区,14102,ゆうゆうきっず横浜,1410051013894,11,24,25,28,28,27,143,2024-07-01,
神奈川区,14102,なないろきっど保育園,1410051025351,3,8,11,12,7,10,51,2024-07-01,
神奈川区,14102,グローバルキッズ新子安保育園,1410051019529,6,10,11,11,8,11,57,2024-07-01,
神奈川区,14102,ゆうゆうきっず新子安,1410051024412,9,20,24,29,29,29,140,2024-07-01,
神奈川区,14102,ＧＥＮＫＩＤＳバイリンガル保育園新子安,1410051027415,3,10,11,12,12,9,57,2024-07-01,
神奈川区,14102,太陽の子　新子安保育園,1410051013878,6,6,6,6,6,5,35,2024-07-01,
神奈川区,14102,グローバルキッズ新子安第二保育園,1410051027209,-,12,12,12,12,7,55,2024-07-01,
神奈川区,14102,浦島保育園,1410051014652,0,9,20,20,22,25,96,2024-07-01,
神奈川区,14102,白百合乳児保育園,1410051017986,3,17,20,17,18,19,94,2024-07-01,
神奈川区,14102,第二白百合乳児保育園,1410051017994,5,13,12,12,5,11,58,2024-07-01,
神奈川区,14102,グローバルキッズ子安駅前保育園,1410051024917,3,6,7,7,8,7,38,2024-07-01,
神奈川区,14102,ＹＭＣＡ東かながわ保育園,1410051016277,8,12,12,13,13,13,71,2024-07-01,
神奈川区,14102,ナーサリー横浜ポートサイド,1410051018000,6,16,18,18,16,18,92,2024-07-01,
神奈川区,14102,横浜すきっぷ保育園,1410051016343,4,7,10,11,10,10,52,2024-07-01,
神奈川区,14102,ひびき金港町保育園,1410051024420,-,12,14,15,14,14,69,2024-07-01,
神奈川区,14102,ウィズブック保育園青木町,1410051026599,4,8,10,9,7,10,48,2024-07-01,
神奈川区,14102,認定こども園捜真幼稚園,1410051020469,-,8,10,11,14,13,56,2024-07-01,
神奈川区,14102,うちゅうこども園たんまち,1410051026227,12,12,12,12,12,10,70,2024-07-01,
神奈川区,14102,保育ルーム　岸根公園前,1410052003571,0,3,4,-,-,-,7,2024-07-01,
神奈川区,14102,こころベイビー,1410052004199,4,8,8,-,-,-,20,2024-07-01,
神奈川区,14102,みらいつばさ片倉町保育園,1410052005964,-,6,6,-,-,-,12,2024-07-01,
神奈川区,14102,横浜シュタイナー保育園,1410052003456,-,6,6,-,-,-,12,2024-07-01,
神奈川区,14102,京進のほいくえんＨＯＰＰＡ反町園,1410052004348,1,4,5,-,-,-,10,2024-07-01,
神奈川区,14102,東神奈川ひかり保育園,1410052003464,3,5,7,-,-,-,15,2024-07-01,
神奈川区,14102,キッズパートナー東白楽,1410052004322,3,8,8,-,-,-,19,2024-07-01,
神奈川区,14102,横浜ノーベル保育園,1410052004819,1,4,7,-,-,-,12,2024-07-01,
神奈川区,14102,ＳＵＮＮＹ　ＫＩＤ保育園,1410052004306,3,6,7,-,-,-,16,2024-07-01,
神奈川区,14102,西寺尾チューリップルーム,1410052004330,0,3,4,-,-,-,7,2024-07-01,
神奈川区,14102,京浜保育園パステル,1410052005659,3,9,10,-,-,-,22,2024-07-01,
神奈川区,14102,リトルスカラー新子安保育園,1410052004652,3,6,7,-,-,-,16,2024-07-01,
神奈川区,14102,キッズパートナー新子安,1410052004314,3,1,8,-,-,-,12,2024-07-01,
神奈川区,14102,新町あいりす保育園（令和７年３月で閉園します）,1410052004520,-,-,8,-,-,-,8,2024-07-01,
神奈川区,14102,おれんじハウス横浜駅前保育園,1410052003001,1,4,3,-,-,-,8,2024-07-01,
神奈川区,14102,たいせつ横浜ポートサイド保育園,1410052004645,2,7,8,-,-,-,17,2024-07-01,
神奈川区,14102,ポートサイド野ばな保育園,1410052005998,-,4,0,-,-,-,4,2024-07-01,
神奈川区,14102,スターチャイルド≪横浜ステーションナーサリー≫,1410052005212,3,8,8,-,-,-,19,2024-07-01,
神奈川区,14102,Yokohama Front Mutsumi Nursery,1410052006004,3,8,8,-,-,-,19,2024-07-01,
神奈川区,14102,かわち保育ルーム（令和７年３月で閉園します）,1410052003712,-,-,3,-,-,-,3,2024-07-01,
神奈川区,14102,こまつな保育園,1410052004082,2,3,3,-,-,-,8,2024-07-01,
西区,14103,横浜市南浅間保育園,1410051020014,10,15,17,18,23,22,105,2024-07-01,
西区,14103,トキワ保育園,1410051016368,3,10,12,12,12,11,60,2024-07-01,
西区,14103,利正寺保育園,1410051014694,-,4,14,13,12,16,59,2024-07-01,
西区,14103,浅間幼育園,1410051019883,-,15,15,14,12,13,69,2024-07-01,
西区,14103,むつみ愛児園,1410051027514,-,-,5,9,11,10,35,2024-07-01,
西区,14103,つくし愛児園,1410051020394,-,-,0,0,0,0,0,2024-07-01,
西区,14103,平沼保育園,1410051019305,3,12,12,12,12,12,63,2024-07-01,
西区,14103,あそびの杜保育園（分園含む）,1410051014686,5,12,13,15,15,15,75,2024-07-01,
西区,14103,横浜みなとみらい保育園,1410051016384,20,22,23,23,23,24,135,2024-07-01,
西区,14103,にじいろ保育園みなとみらい,1410051015352,6,12,15,14,12,9,68,2024-07-01,
西区,14103,ポピンズナーサリースクールみなとみらい,1410051019230,5,8,9,9,9,8,48,2024-07-01,
西区,14103,ムーミン保育園,1410051016392,7,9,11,12,12,9,60,2024-07-01,
西区,14103,ほっぺるランド横浜岡野,1410051013902,-,11,12,10,13,11,57,2024-07-01,
西区,14103,グリーンポート桜木町保育園,1410051014702,6,16,16,10,16,16,80,2024-07-01,
西区,14103,ポピンズナーサリースクール横浜,1410051019248,6,8,10,10,7,12,53,2024-07-01,
西区,14103,ろぜっと保育園,1410051016400,9,12,15,18,18,18,90,2024-07-01,
西区,14103,桃の木保育園,1410051018034,6,9,9,12,12,10,58,2024-07-01,
西区,14103,キッズポケット木の葉保育園,1410051024172,7,10,10,14,14,14,69,2024-07-01,
西区,14103,マイ・ハート紅葉ヶ丘保育園,1410051024347,3,6,6,8,8,6,37,2024-07-01,
西区,14103,キッズパートナーみなとみらい,1410051024081,3,7,7,10,11,12,50,2024-07-01,
西区,14103,キッズポケット保育園,1410051019313,6,10,12,-,-,-,28,2024-07-01,
西区,14103,横浜岡野すきっぷ保育園,1410051024776,6,10,10,11,12,11,60,2024-07-01,
西区,14103,おはよう保育園　花咲町,1410051025039,3,9,10,12,10,12,56,2024-07-01,
西区,14103,みなとみらいくばがさ保育園,1410051024677,9,12,13,15,10,14,73,2024-07-01,
西区,14103,ウィズブック保育園戸部,1410051025450,6,10,10,12,12,12,62,2024-07-01,
西区,14103,横浜そらいろ保育園,1410051025559,3,9,12,11,12,10,57,2024-07-01,
西区,14103,Maple Nursery 横浜,1410051028181,0,8,8,11,6,7,40,2024-07-01,
西区,14103,アミー保育園高島園,1410051025393,0,7,6,5,7,6,31,2024-07-01,
西区,14103,京急キッズランド新高島保育園,1410051025914,5,8,10,11,12,10,56,2024-07-01,
西区,14103,ポピンズナーサリースクール平沼橋,1410051027332,-,8,9,10,11,8,46,2024-07-01,
西区,14103,にじいろ保育園平沼,1410051027118,-,11,14,10,13,7,55,2024-07-01,
西区,14103,横浜西口保育園,1410051027597,5,7,9,8,4,0,33,2024-07-01,
西区,14103,西区中央もえぎ保育室,1410052003399,2,2,4,-,-,-,8,2024-07-01,
西区,14103,おれんじハウス西戸部保育園,1410052002870,2,4,5,-,-,-,11,2024-07-01,
西区,14103,キッズパートナー平沼橋,1410052002961,6,6,7,-,-,-,19,2024-07-01,
西区,14103,キッズパートナー横浜楠町,1410052004157,3,7,8,-,-,-,18,2024-07-01,
西区,14103,キャリー保育園　桜木町,1410052004256,3,8,8,-,-,-,19,2024-07-01,
西区,14103,キッズパートナーみなとみらい第２,1410052004660,2,7,4,-,-,-,13,2024-07-01,
西区,14103,Maple Nursery WEST,1410052005071,3,4,5,-,-,-,12,2024-07-01,
西区,14103,戸部みつばち保育園,1410052005832,-,7,7,-,-,-,14,2024-07-01,
西区,14103,すぎやま家庭保育室,1410052004926,0,1,1,-,-,-,2,2024-07-01,
中区,14104,スターチャイルド《桜木町ステーションナーサリー》,1410051025922,3,8,8,10,10,10,49,2024-07-01,
中区,14104,クラウン保育園,1410051027217,-,12,15,15,13,12,67,2024-07-01,
中区,14104,ポピンズナーサリースクール馬車道,1410051016483,6,9,9,9,7,6,46,2024-07-01,
中区,14104,アスク馬車道保育園,1410051016418,7,17,17,17,16,12,86,2024-07-01,
中区,14104,にじいろ保育園関内,1410051024925,5,7,9,8,10,10,49,2024-07-01,
中区,14104,伊勢佐木町保育園,1410051023604,6,5,10,-,-,-,21,2024-07-01,
中区,14104,ララランド横浜伊勢佐木,1410051026656,5,14,14,17,16,16,82,2024-07-01,
中区,14104,アスク山下町保育園,1410051016426,3,10,10,8,13,7,51,2024-07-01,
中区,14104,横濱中華幼保園,1410051026805,8,20,20,23,26,27,124,2024-07-01,
中区,14104,うちゅう保育園やました,1410051023711,8,10,10,10,9,10,57,2024-07-01,
中区,14104,アメリカ山徳育こども園,1410051013910,9,15,16,20,22,22,104,2024-07-01,
中区,14104,木下の保育園　山下町,1410051024552,1,7,9,6,8,6,37,2024-07-01,
中区,14104,うみの風保育園,1410051013928,3,8,8,7,8,7,41,2024-07-01,
中区,14104,新山下二丁目保育所,1410051016467,10,16,17,19,20,19,101,2024-07-01,
中区,14104,保育園小紅,1410051024180,6,12,15,-,-,-,33,2024-07-01,
中区,14104,キディ石川町・横浜,1410051013936,3,12,12,14,13,14,68,2024-07-01,
中区,14104,ラフ・クルー元町保育園,1410051015154,7,9,10,10,11,11,58,2024-07-01,
中区,14104,ことぶき保育園,1410051015360,5,6,11,10,13,12,57,2024-07-01,
中区,14104,寿福祉センター保育所,1410051016459,2,3,13,13,13,12,56,2024-07-01,
中区,14104,保育園ばんびーな,1410051018588,-,2,9,7,8,8,34,2024-07-01,
中区,14104,ヨコハマきぼう保育園,1410051019891,5,12,17,16,18,17,85,2024-07-01,
中区,14104,打越保育園,1410051016434,-,10,13,10,15,11,59,2024-07-01,
中区,14104,横浜市山手保育園,1410051018828,-,8,15,13,15,16,67,2024-07-01,
中区,14104,うちゅうこども園やまて,1410051025773,9,12,12,12,13,12,70,2024-07-01,
中区,14104,横浜市竹之丸保育園,1410051018836,7,16,18,21,25,25,112,2024-07-01,
中区,14104,山元町保育園,1410051018042,3,17,25,21,25,25,116,2024-07-01,
中区,14104,木下の保育園　本牧,1410051024545,3,12,10,10,15,15,65,2024-07-01,
中区,14104,横浜市錦保育園,1410051020022,-,6,12,11,14,14,57,2024-07-01,
中区,14104,すいとぴー保育園,1410051016475,5,9,10,11,10,10,55,2024-07-01,
中区,14104,高風保育園,1410051016442,-,12,14,15,19,25,85,2024-07-01,
中区,14104,アスク本牧保育園,1410051019321,6,8,12,15,12,15,68,2024-07-01,
中区,14104,太陽の子　不動下保育園,1410051016491,3,8,9,10,10,9,49,2024-07-01,
中区,14104,ニチイキッズ桜木町保育園,1410052005063,4,6,7,-,-,-,17,2024-07-01,
中区,14104,キッズパートナー横浜市役所,1410052005477,3,8,8,-,-,-,19,2024-07-01,
中区,14104,徳育ナーサリー山下公園,1410052003068,1,7,8,-,-,-,16,2024-07-01,
中区,14104,保育ルーム山下公園,1410052003084,-,-,-,-,-,-,0,2024-07-01,
中区,14104,あいりす　新山下保育室,1410052002946,2,2,2,-,-,-,6,2024-07-01,
中区,14104,ル・ボワ保育園,1410052004850,3,6,7,-,-,-,16,2024-07-01,
中区,14104,保育園ころころキッズガーデン,1410052004538,4,5,8,-,-,-,17,2024-07-01,
中区,14104,のぞみ山手駅前保育園,1410052005642,3,8,8,-,-,-,19,2024-07-01,
中区,14104,ほんもくはら保育園,1410052005089,2,8,9,-,-,-,19,2024-07-01,
中区,14104,アミー保育室　本牧原,1410052002805,-,-,4,-,-,-,4,2024-07-01,
中区,14104,シュハリィ本牧保育園,1410052004397,-,5,7,-,-,-,12,2024-07-01,
中区,14104,あいりす　本牧保育室,1410052002953,3,6,6,-,-,-,15,2024-07-01,
中区,14104,こもれび保育園根岸園,1410052006053,2,6,7,-,-,-,15,2024-07-01,
南区,14105,中村愛児園,1410051018059,3,7,17,19,26,24,96,2024-07-01,
南区,14105,みなみマーノ保育園,1410051016541,9,12,20,21,19,21,102,2024-07-01,
南区,14105,やすらぎ保育園,1410051013969,3,11,11,14,14,14,67,2024-07-01,
南区,14105,横浜市しろばら保育園,1410051018851,-,10,14,17,19,19,79,2024-07-01,
南区,14105,小学館アカデミーまいた保育園,1410051027795,3,9,10,11,9,9,51,2024-07-01,
南区,14105,小さな足あと保育園,1410051015162,6,14,14,15,14,14,77,2024-07-01,
南区,14105,蒔田ひまわり保育園,1410051023703,6,10,12,12,12,12,64,2024-07-01,
南区,14105,睦町保育園,1410051014785,10,12,15,17,18,17,89,2024-07-01,
南区,14105,アスク吉野町保育園,1410051016517,8,8,8,8,8,7,47,2024-07-01,
南区,14105,きらり保育園吉野町,1410051027092,2,8,8,8,8,7,41,2024-07-01,
南区,14105,京急キッズランド黄金町保育園,1410051014769,6,10,10,10,10,12,58,2024-07-01,
南区,14105,清水ヶ丘保育園,1410051026151,5,13,16,14,14,17,79,2024-07-01,
南区,14105,南愛児園,1410051014777,-,-,12,21,22,17,72,2024-07-01,
南区,14105,三春台保育園,1410051027472,-,12,13,17,15,18,75,2024-07-01,
南区,14105,めいとく保育園,1410051016582,3,9,9,10,9,8,48,2024-07-01,
南区,14105,横浜みなみ薫保育園,1410051014793,6,12,12,13,14,12,69,2024-07-01,
南区,14105,くらき永田保育園,1410051016525,14,16,16,18,18,18,100,2024-07-01,
南区,14105,たけのこ永田東保育園,1410051023588,4,6,8,15,16,16,65,2024-07-01,
南区,14105,横浜市永田保育園,1410051018877,-,11,16,17,20,19,83,2024-07-01,
南区,14105,六ツ川台保育園,1410051016558,1,8,9,11,9,11,49,2024-07-01,
南区,14105,六ツ川西保育園,1410051016566,9,14,15,20,20,17,95,2024-07-01,
南区,14105,六ツ川みどり保育園,1410051016574,11,18,19,20,20,20,108,2024-07-01,
南区,14105,よこはま風の遊育園,1410051013977,6,12,15,15,15,14,77,2024-07-01,
南区,14105,アイン弘明寺保育園,1410051019339,6,12,13,13,13,14,71,2024-07-01,
南区,14105,アスクいどがや保育園,1410051016509,6,16,18,19,17,17,93,2024-07-01,
南区,14105,京急キッズランド井土ケ谷駅保育園,1410051014751,7,10,10,11,11,11,60,2024-07-01,
南区,14105,ひびき井土ヶ谷保育園,1410051013951,6,12,15,15,16,15,79,2024-07-01,
南区,14105,プチ・ナーサリー弘明寺,1410051024701,6,12,12,14,15,12,71,2024-07-01,
南区,14105,ララランド井土ヶ谷,1410051025930,5,12,12,15,14,15,73,2024-07-01,
南区,14105,横浜市井土ケ谷保育園,1410051018885,9,19,23,23,25,25,124,2024-07-01,
南区,14105,大岡おひさま保育園,1410051014744,3,8,8,10,8,9,46,2024-07-01,
南区,14105,大岡はるかぜ保育園,1410051025310,7,14,15,20,20,20,96,2024-07-01,
南区,14105,上大岡ラビット保育園,1410051024669,6,7,7,9,9,8,46,2024-07-01,
南区,14105,キッズパートナー弘明寺,1410051024727,2,8,9,10,10,10,49,2024-07-01,
南区,14105,久良岐保育園,1410051016533,5,17,21,25,27,27,122,2024-07-01,
南区,14105,別所保育園,1410051019909,3,16,20,21,21,22,103,2024-07-01,
南区,14105,認定こども園山王台幼稚園,1410051020477,3,14,15,9,6,4,51,2024-07-01,
南区,14105,キューピールームＰ-ｋａｂｏｏ園,1410052005980,3,4,5,-,-,-,12,2024-07-01,
南区,14105,チームナーサリーＢｉｇＨｕｇ南太田,1410052004207,-,3,6,-,-,-,9,2024-07-01,
